Date,Weighted Industry Change,RLGY Change
2014-01-28,0.0274243078057171,0.0274243078057171
2014-01-29,0.0108248541863103,0.0108248541863103
2014-01-30,-0.0401273768763897,-0.0401273768763897
2014-01-31,0.0254275675750381,0.0254275675750381
2014-02-03,-0.0083388428935713,-0.0083388428935713
2014-02-04,0.0039482409426041,0.0039482409426041
2014-02-05,-0.0059158733868192,-0.0059158733868192
2014-02-06,0.0118629373922872,0.0118629373922872
2014-02-07,0.0123349860661595,0.0123349860661595
2014-02-10,-0.0126990995310859,-0.0126990995310859
2014-02-11,-0.012003475354075,-0.012003475354075
2014-02-12,0.024900776263135,0.024900776263135
2014-02-13,0.0065118133068764,0.0065118133068764
2014-02-14,0.0138468059875723,0.0138468059875723
2014-02-18,-0.0063761794245521,-0.0063761794245521
2014-02-19,-0.004954751213028,-0.004954751213028
2014-02-20,-0.0215517234291958,-0.0215517234291958
2014-02-21,0.017837511033094,0.017837511033094
2014-02-24,-0.0110246074370437,-0.0110246074370437
2014-02-25,-0.0092024139912803,-0.0092024139912803
2014-02-26,0.0313951359277944,0.0313951359277944
2014-02-27,0.0158289129083807,0.0158289129083807
2014-02-28,-0.0014727476671998,-0.0014727476671998
2014-03-03,0.0055213064491552,0.0055213064491552
2014-03-04,0.0085899822196584,0.0085899822196584
2014-03-05,-0.0154575431352863,-0.0154575431352863
2014-03-06,0.0031250317891437,0.0031250317891437
2014-03-07,-0.0153304676082258,-0.0153304676082258
2014-03-10,0.0016866543504679,0.0016866543504679
2014-03-11,-0.0042016166943979,-0.0042016166943979
2014-03-12,-0.004246219845465,-0.004246219845465
2014-03-13,-0.0182512867115035,-0.0182512867115035
2014-03-14,0.0006490432389569,0.0006490432389569
2014-03-17,-0.006018890295392,-0.006018890295392
2014-03-18,0.0067040992072046,0.0067040992072046
2014-03-19,-0.0057740943703599,-0.0057740943703599
2014-03-20,-0.0073243505235225,-0.0073243505235225
2014-03-21,-0.0262358870879358,-0.0262358870879358
2014-03-24,-0.0176990978663099,-0.0176990978663099
2014-03-25,0.003593886921989,0.003593886921989
2014-03-26,-0.0270029650097519,-0.0270029650097519
2014-03-27,-0.0018391225529814,-0.0018391225529814
2014-03-28,0.0057234431834557,0.0057234431834557
2014-03-31,-0.011601417928904,-0.011601417928904
2014-04-01,0.0137930683705998,0.0137930683705998
2014-04-02,0.0117940679511007,0.0117940679511007
2014-04-03,-0.0150021981915465,-0.0150021981915465
2014-04-04,-0.0175556780089873,-0.0175556780089873
2014-04-07,-0.0237108382103766,-0.0237108382103766
2014-04-08,0.0101033903031222,0.0101033903031222
2014-04-09,-0.0027816164483663,-0.0027816164483663
2014-04-10,-0.0046478492659967,-0.0046478492659967
2014-04-11,-0.0171040191428443,-0.0171040191428443
2014-04-14,0.0064087455712887,0.0064087455712887
2014-04-15,-0.0070821348616137,-0.0070821348616137
2014-04-16,-0.0080416310880875,-0.0080416310880875
2014-04-17,0.0026246864889539,0.0026246864889539
2014-04-21,-0.0004749796624982,-0.0004749796624982
2014-04-22,0.0068639269947299,0.0068639269947299
2014-04-23,-0.0110276259452049,-0.0110276259452049
2014-04-24,0.0037842916752981,0.0037842916752981
2014-04-25,-0.0101703007944818,-0.0101703007944818
2014-04-28,0.0026259396503772,0.0026259396503772
2014-04-29,-0.0047767080974811,-0.0047767080974811
2014-04-30,0.0130089360964205,0.0130089360964205
2014-05-01,0.0087346299941826,0.0087346299941826
2014-05-02,-0.0009367895740662,-0.0009367895740662
2014-05-05,-0.0091370709748603,-0.0091370709748603
2014-05-06,-0.0349345132209194,-0.0349345132209194
2014-05-07,-0.002394257840451,-0.002394257840451
2014-05-08,-0.0085930047018908,-0.0085930047018908
2014-05-09,0.0018980393925405,0.0018980393925405
2014-05-12,0.0070176016621991,0.0070176016621991
2014-05-13,-0.0150658484309965,-0.0150658484309965
2014-05-14,0.0002732824220618,0.0002732824220618
2014-05-15,-0.0117326135681646,-0.0117326135681646
2014-05-16,0.0,0.0
2014-05-19,-0.0016634703021532,-0.0016634703021532
2014-05-20,-0.0239021851387745,-0.0239021851387745
2014-05-21,0.0,0.0
2014-05-22,0.0269503762536014,0.0269503762536014
2014-05-23,0.0110467146090161,0.0110467146090161
2014-05-27,0.0122682867828645,0.0122682867828645
2014-05-28,0.0128858937513108,0.0128858937513108
2014-05-29,-0.0126682383206228,-0.0126682383206228
2014-05-30,-0.0048179952418392,-0.0048179952418392
2014-06-02,-0.0024148149042789,-0.0024148149042789
2014-06-03,0.0016212206433986,0.0016212206433986
2014-06-04,0.0010805217458865,0.0010805217458865
2014-06-05,-0.0042895402328357,-0.0042895402328357
2014-06-06,0.0008064187817641,0.0008064187817641
2014-06-09,0.0072658896359623,0.0072658896359623
2014-06-10,-0.0209508135613054,-0.0209508135613054
2014-06-11,-0.0046831452484373,-0.0046831452484373
2014-06-12,0.005543152386152,0.005543152386152
2014-06-13,-0.0044113549873933,-0.0044113549873933
2014-06-16,-0.0144043397519577,-0.0144043397519577
2014-06-17,0.0073197724713535,0.0073197724713535
2014-06-18,0.0081005844052403,0.0081005844052403
2014-06-19,-0.0154910470166958,-0.0154910470166958
2014-06-20,-0.0134529018534425,-0.0134529018534425
2014-06-23,0.0156249779869216,0.0156249779869216
2014-06-24,0.0165035007716892,0.0165035007716892
2014-06-25,0.0193316978911391,0.0193316978911391
2014-06-26,-0.0054289023374341,-0.0054289023374341
2014-06-27,-0.0095628002380538,-0.0095628002380538
2014-06-30,0.0402758368130387,0.0402758368130387
2014-07-01,0.0034264911128309,0.0034264911128309
2014-07-02,-0.0039246865800112,-0.0039246865800112
2014-07-03,0.0065651257347398,0.0065651257347398
2014-07-07,-0.0120419528748527,-0.0120419528748527
2014-07-08,-0.0062223973468617,-0.0062223973468617
2014-07-09,0.0067515488850355,0.0067515488850355
2014-07-10,0.0031241586139412,0.0031241586139412
2014-07-11,-0.0168656333792931,-0.0168656333792931
2014-07-14,-0.0239158966007487,-0.0239158966007487
2014-07-15,0.0026889565074235,0.0026889565074235
2014-07-16,0.0061563045631374,0.0061563045631374
2014-07-17,-0.0334224585294485,-0.0334224585294485
2014-07-18,0.0140845663939594,0.0140845663939594
2014-07-21,0.0024549959891568,0.0024549959891568
2014-07-22,0.0098692695470664,0.0098692695470664
2014-07-23,0.0207894977770355,0.0207894977770355
2014-07-24,-0.0092927360545693,-0.0092927360545693
2014-07-25,-0.0049698830495426,-0.0049698830495426
2014-07-28,-0.0028788435746458,-0.0028788435746458
2014-07-29,-0.0023640702208917,-0.0023640702208917
2014-07-30,-0.0197420365060187,-0.0197420365060187
2014-07-31,-0.006486531850454,-0.006486531850454
2014-08-01,-0.0171522209628887,-0.0171522209628887
2014-08-04,0.0344162998486514,0.0344162998486514
2014-08-05,0.0060975486424451,0.0060975486424451
2014-08-06,0.0216988535315779,0.0216988535315779
2014-08-07,0.0025812718066213,0.0025812718066213
2014-08-08,0.0181678365201215,0.0181678365201215
2014-08-11,0.0052776848364111,0.0052776848364111
2014-08-12,-0.0037547314897191,-0.0037547314897191
2014-08-13,0.0177411063556077,0.0177411063556077
2014-08-14,-0.0076185197605356,-0.0076185197605356
2014-08-15,-0.0066716197089104,-0.0066716197089104
2014-08-18,0.0116653610157828,0.0116653610157828
2014-08-19,-0.0017098118508132,-0.0017098118508132
2014-08-20,0.0105418067056746,0.0105418067056746
2014-08-21,-0.0113800826801011,-0.0113800826801011
2014-08-22,-0.0071165868841065,-0.0071165868841065
2014-08-25,-0.0032012082285487,-0.0032012082285487
2014-08-26,-0.0032027856030187,-0.0032027856030187
2014-08-27,-0.0066683241929144,-0.0066683241929144
2014-08-28,0.0202247537758121,0.0202247537758121
2014-08-29,-0.0019583358468936,-0.0019583358468936
2014-09-02,0.0186275036873069,0.0186275036873069
2014-09-03,-0.0151588317444116,-0.0151588317444116
2014-09-04,-0.0021978058830552,-0.0021978058830552
2014-09-05,0.0107869236781872,0.0107869236781872
2014-09-08,-0.0063000274617529,-0.0063000274617529
2014-09-09,0.0014655929483073,0.0014655929483073
2014-09-10,-0.0019593883778333,-0.0019593883778333
2014-09-11,0.0027100421270766,0.0027100421270766
2014-09-12,-0.0258175383411327,-0.0258175383411327
2014-09-15,0.0020238257911759,0.0020238257911759
2014-09-16,0.0053083689884409,0.0053083689884409
2014-09-17,0.0077675112622463,0.0077675112622463
2014-09-18,0.0161491062330166,0.0161491062330166
2014-09-19,-0.0201996064242512,-0.0201996064242512
2014-09-22,-0.0112131096479464,-0.0112131096479464
2014-09-23,0.0018167582933284,0.0018167582933284
2014-09-24,0.005416535516976,0.005416535516976
2014-09-25,-0.0138603934347255,-0.0138603934347255
2014-09-26,-0.0002602689604746,-0.0002602689604746
2014-09-29,-0.0094737002724096,-0.0094737002724096
2014-09-30,-0.0140471451292644,-0.0140471451292644
2014-10-01,-0.0138024932530447,-0.0138024932530447
2014-10-02,0.0043907753414358,0.0043907753414358
2014-10-03,0.0098039378644843,0.0098039378644843
2014-10-06,-0.0053619508587209,-0.0053619508587209
2014-10-07,-0.0076004011437878,-0.0076004011437878
2014-10-08,0.0125820313783879,0.0125820313783879
2014-10-09,-0.0238159959389736,-0.0238159959389736
2014-10-10,-0.0239554477381183,-0.0239554477381183
2014-10-13,-0.0278096671731421,-0.0278096671731421
2014-10-14,-0.0061637536352708,-0.0061637536352708
2014-10-15,0.0169996932769399,0.0169996932769399
2014-10-16,0.0153391333233257,0.0153391333233257
2014-10-17,0.062247832850743,0.062247832850743
2014-10-20,0.0149987204587207,0.0149987204587207
2014-10-21,0.0149094126229709,0.0149094126229709
2014-10-22,-0.0044352198153261,-0.0044352198153261
2014-10-23,0.0230450392093006,0.0230450392093006
2014-10-24,0.0058286758127886,0.0058286758127886
2014-10-27,0.0093528543741297,0.0093528543741297
2014-10-28,0.0087499618530274,0.0087499618530274
2014-10-29,-0.0166874709384687,-0.0166874709384687
2014-10-30,0.0033003572005488,0.0033003572005488
2014-10-31,0.0257628512028556,0.0257628512028556
2014-11-03,0.0021956611100892,0.0021956611100892
2014-11-04,-0.0162502589469825,-0.0162502589469825
2014-11-05,0.0378787893383445,0.0378787893383445
2014-11-06,0.0399318091510751,0.0399318091510751
2014-11-07,0.0056404625797914,0.0056404625797914
2014-11-10,-0.0023321428714402,-0.0023321428714402
2014-11-11,0.0140219317897554,0.0140219317897554
2014-11-12,-0.0018557603786134,-0.0018557603786134
2014-11-13,-0.0083799026541803,-0.0083799026541803
2014-11-14,0.0079756074142394,0.0079756074142394
2014-11-17,-0.0002335310717454,-0.0002335310717454
2014-11-18,0.0168776658058707,0.0168776658058707
2014-11-19,-0.0103710709672609,-0.0103710709672609
2014-11-20,0.0492343961136637,0.0492343961136637
2014-11-21,0.0054896792923595,0.0054896792923595
2014-11-24,0.0095134838207348,0.0095134838207348
2014-11-25,-0.0111087469025448,-0.0111087469025448
2014-11-26,-0.006270290065456,-0.006270290065456
2014-11-28,0.003707786026177,0.003707786026177
2014-12-01,-0.0178922862046635,-0.0178922862046635
2014-12-02,0.0153163696579736,0.0153163696579736
2014-12-03,-0.0058797180712649,-0.0058797180712649
2014-12-04,-0.0017508868190393,-0.0017508868190393
2014-12-05,0.0017528885215724,0.0017528885215724
2014-12-08,-0.0087489395275382,-0.0087489395275382
2014-12-09,0.0042063858558414,0.0042063858558414
2014-12-10,-0.022521537583232,-0.022521537583232
2014-12-11,-0.0148581691719547,-0.0148581691719547
2014-12-12,-0.0126640394472897,-0.0126640394472897
2014-12-15,-0.0226799250867952,-0.0226799250867952
2014-12-16,-0.0094763733678635,-0.0094763733678635
2014-12-17,0.0423242580267816,0.0423242580267816
2014-12-18,0.0050703208987739,0.0050703208987739
2014-12-19,-0.0122811212311972,-0.0122811212311972
2014-12-22,-0.0006921730316394,-0.0006921730316394
2014-12-23,0.0043849208095996,0.0043849208095996
2014-12-24,0.0071101234894541,0.0071101234894541
2014-12-26,0.0072529397681593,0.0072529397681593
2014-12-29,0.0099121975097133,0.0099121975097133
2014-12-30,-0.0029109061477699,-0.0029109061477699
2014-12-31,-0.0013467465683779,-0.0013467465683779
2015-01-02,-0.0089706554050256,-0.0089706554050256
2015-01-05,-0.0050458122409439,-0.0050458122409439
2015-01-06,-0.0172532776383455,-0.0172532776383455
2015-01-07,0.0185185005308345,0.0185185005308345
2015-01-08,0.0040632123764281,0.0040632123764281
2015-01-09,0.0109570181215175,0.0109570181215175
2015-01-12,0.0008827433153348,0.0008827433153348
2015-01-13,-0.0148309777056936,-0.0148309777056936
2015-01-14,0.0131873073413822,0.0131873073413822
2015-01-15,-0.0093967767974362,-0.0093967767974362
2015-01-16,0.0048543958999243,0.0048543958999243
2015-01-20,0.0120932111388823,0.0120932111388823
2015-01-21,0.0097783737171505,0.0097783737171505
2015-01-22,0.0044871599977795,0.0044871599977795
2015-01-23,-0.0036169823179853,-0.0036169823179853
2015-01-26,0.0068259319013084,0.0068259319013084
2015-01-27,0.0051270638053531,0.0051270638053531
2015-01-28,-0.0305907324105843,-0.0305907324105843
2015-01-29,0.0010867866459887,0.0010867866459887
2015-01-30,0.0170603402990212,0.0170603402990212
2015-02-02,0.0077419486097109,0.0077419486097109
2015-02-03,0.0084926016738342,0.0084926016738342
2015-02-04,0.0065747094074557,0.0065747094074557
2015-02-05,-0.0105285319504781,-0.0105285319504781
2015-02-06,0.000425551018347,0.000425551018347
2015-02-09,0.0034327364367505,0.0034327364367505
2015-02-10,0.0055271750950875,0.0055271750950875
2015-02-11,0.0163239450424783,0.0163239450424783
2015-02-12,0.0043631639271202,0.0043631639271202
2015-02-13,0.0107571463823388,0.0107571463823388
2015-02-17,-0.011104275214203,-0.011104275214203
2015-02-18,-0.010826576535076,-0.010826576535076
2015-02-19,0.0004235590268241,0.0004235590268241
2015-02-20,0.0084961277745277,0.0084961277745277
2015-02-23,-0.0175401103489059,-0.0175401103489059
2015-02-24,0.0097087183221325,0.0097087183221325
2015-02-25,-0.0131799388738645,-0.0131799388738645
2015-02-26,-0.0106450923356504,-0.0106450923356504
2015-02-27,-0.0073370770709612,-0.0073370770709612
2015-03-02,0.0106267156209824,0.0106267156209824
2015-03-03,-0.0036638357338793,-0.0036638357338793
2015-03-04,0.0056325459790437,0.0056325459790437
2015-03-05,-0.0025795126978495,-0.0025795126978495
2015-03-06,-0.011739150337551,-0.011739150337551
2015-03-09,0.0136504353055201,0.0136504353055201
2015-03-10,-0.0076519955394563,-0.0076519955394563
2015-03-11,-0.0081229185089365,-0.0081229185089365
2015-03-12,0.0175166506043377,0.0175166506043377
2015-03-13,0.0096554450220671,0.0096554450220671
2015-03-16,-0.0080225268962218,-0.0080225268962218
2015-03-17,-0.0125633614336201,-0.0125633614336201
2015-03-18,0.0084878504406925,0.0084878504406925
2015-03-19,-0.0270270544350714,-0.0270270544350714
2015-03-20,0.0056293627754779,0.0056293627754779
2015-03-23,-0.0107166673905988,-0.0107166673905988
2015-03-24,0.0165195647187709,0.0165195647187709
2015-03-25,-0.007543824159975,-0.007543824159975
2015-03-26,-0.0022466519409576,-0.0022466519409576
2015-03-27,0.0182350609338229,0.0182350609338229
2015-03-30,0.0176057014950608,0.0176057014950608
2015-03-31,-0.0170737174780982,-0.0170737174780982
2015-04-01,0.0096724249389787,0.0096724249389787
2015-04-02,0.0145304307108358,0.0145304307108358
2015-04-06,0.0025429699104528,0.0025429699104528
2015-04-07,-0.0061466916840086,-0.0061466916840086
2015-04-08,0.00847452764229,0.00847452764229
2015-04-09,-0.0014761640136473,-0.0014761640136473
2015-04-10,-0.0077927324231675,-0.0077927324231675
2015-04-13,0.0004247283435731,0.0004247283435731
2015-04-14,-0.0154660917465389,-0.0154660917465389
2015-04-15,0.0030152786717258,0.0030152786717258
2015-04-16,-0.0194090517988514,-0.0194090517988514
2015-04-17,-0.0055126793475564,-0.0055126793475564
2015-04-20,0.0041980213975362,0.0041980213975362
2015-04-21,0.0151615571710484,0.0151615571710484
2015-04-22,0.0142702669710727,0.0142702669710727
2015-04-23,0.0,0.0
2015-04-24,0.0164811737509643,0.0164811737509643
2015-04-27,-0.0014736777857731,-0.0014736777857731
2015-04-28,0.0095157698081519,0.0095157698081519
2015-04-29,-0.0025300217396724,-0.0025300217396724
2015-04-30,0.0082943297714078,0.0082943297714078
2015-05-01,0.006524971253272,0.006524971253272
2015-05-04,-0.0180685922951516,-0.0180685922951516
2015-05-05,-0.0350765623674607,-0.0350765623674607
2015-05-06,-0.0057093133729344,-0.0057093133729344
2015-05-07,0.0115170902656195,0.0115170902656195
2015-05-08,0.0119074056746081,0.0119074056746081
2015-05-11,-0.0180412398585056,-0.0180412398585056
2015-05-12,-0.0024255082548032,-0.0024255082548032
2015-05-13,0.0097023694864583,0.0097023694864583
2015-05-14,0.013032112558424,0.013032112558424
2015-05-15,0.0034180697013053,0.0034180697013053
2015-05-18,0.0025706711889515,0.0025706711889515
2015-05-19,-0.0044756839869538,-0.0044756839869538
2015-05-20,0.0123825366026471,0.0123825366026471
2015-05-21,-0.0194133399618964,-0.0194133399618964
2015-05-22,0.003020565457491,0.003020565457491
2015-05-26,0.0045336590210757,0.0045336590210757
2015-05-27,0.0006435562994754,0.0006435562994754
2015-05-28,0.0217579098679532,0.0217579098679532
2015-05-29,-0.0076093975882825,-0.0076093975882825
2015-06-01,0.0055237335440021,0.0055237335440021
2015-06-02,0.0029604437923042,0.0029604437923042
2015-06-03,-0.0171907690085681,-0.0171907690085681
2015-06-04,-0.0111540212286024,-0.0111540212286024
2015-06-05,-0.003049431281066,-0.003049431281066
2015-06-08,-0.0083060342757429,-0.0083060342757429
2015-06-09,-0.0028709641546502,-0.0028709641546502
2015-06-10,0.0041859978841413,0.0041859978841413
2015-06-11,0.0113636467840292,0.0113636467840291
2015-06-12,0.000217721735513,0.000217721735513
2015-06-15,-0.0021820267253532,-0.0021820267253532
2015-06-16,0.0088028507475303,0.0088028507475303
2015-06-17,-0.0121739428976308,-0.0121739428976308
2015-06-18,0.0193491881480337,0.0193491881480337
2015-06-19,-0.0092631733614798,-0.0092631733614798
2015-06-22,0.0006510151498443,0.0006510151498443
2015-06-23,0.0058378477354306,0.0058378477354306
2015-06-24,0.0092156087994421,0.0092156087994421
2015-06-25,-0.0144251233343269,-0.0144251233343269
2015-06-26,0.0068640004752416,0.0068640004752416
2015-06-29,-0.0096628895402261,-0.0096628895402261
2015-06-30,0.0068965449202786,0.0068965449202786
2015-07-01,0.0095846806310312,0.0095846806310312
2015-07-02,0.0069356453059663,0.0069356453059663
2015-07-06,0.0201511145418118,0.0201511145418118
2015-07-07,-0.0057318073294353,-0.0057318073294353
2015-07-08,-0.0010356097416055,-0.0010356097416055
2015-07-09,-0.0145940981891286,-0.0145940981891286
2015-07-10,0.0004150333748419,0.0004150333748419
2015-07-13,-0.0057637419399014,-0.0057637419399014
2015-07-14,-0.0035276649468733,-0.0035276649468733
2015-07-15,0.0089378569885792,0.0089378569885792
2015-07-16,-0.0082254064794,-0.0082254064794
2015-07-17,-0.0082833199067158,-0.0082833199067158
2015-07-20,0.0027139300475331,0.0027139300475331
2015-07-21,-0.0033375021275651,-0.0033375021275651
2015-07-22,0.0392362345336075,0.0392362345336075
2015-07-23,-0.0137345286514132,-0.0137345286514132
2015-07-24,-0.0059353440831907,-0.0059353440831907
2015-07-27,0.0059979508723781,0.0059979508723781
2015-07-28,-0.0044970853278877,-0.0044970853278877
2015-07-29,0.0106929970459041,0.0106929970459041
2015-07-30,0.0089704882415939,0.0089704882415939
2015-07-31,-0.0494883892689512,-0.0494883892689512
2015-08-03,-0.0044823121409026,-0.0044823121409026
2015-08-04,0.0011256878392392,0.0011256878392392
2015-08-05,-0.0064964363685585,-0.0064964363685585
2015-08-06,-0.0067521772451034,-0.0067521772451034
2015-08-07,-0.0147593440591806,-0.0147593440591806
2015-08-10,-0.0062126199597674,-0.0062126199597674
2015-08-11,0.0032542861031787,0.0032542861031787
2015-08-12,0.0064965801370563,0.0064965801370563
2015-08-13,-0.0075809332784629,-0.0075809332784629
2015-08-14,-0.0002304639603411,-0.0002304639603411
2015-08-17,0.0099768055777072,0.0099768055777072
2015-08-18,0.0022962638477671,0.0022962638477671
2015-08-19,0.0050867334266618,0.0050867334266618
2015-08-20,0.0039233362972873,0.0039233362972873
2015-08-21,-0.0260041546278292,-0.0260041546278292
2015-08-24,-0.0308317617309462,-0.0308317617309462
2015-08-25,-0.0570535073266246,-0.0570535073266246
2015-08-26,0.0099625827143199,0.0099625827143199
2015-08-27,-0.0056070097432872,-0.0056070097432872
2015-08-28,0.0076467082287367,0.0076467082287367
2015-08-31,-0.0124969889504648,-0.0124969889504648
2015-09-01,-0.0195350427214979,-0.0195350427214979
2015-09-02,-0.0039930084509776,-0.0039930084509776
2015-09-03,-0.0007486593342987,-0.0007486593342987
2015-09-04,-0.0055193481518913,-0.0055193481518913
2015-09-08,-0.0084262742365642,-0.0084262742365642
2015-09-09,-0.0180693893406409,-0.0180693893406409
2015-09-10,0.0085945434981059,0.0085945434981059
2015-09-11,0.0045022588103239,0.0045022588103239
2015-09-14,0.0009955429373699,0.0009955429373699
2015-09-15,0.0022314984826339,0.0022314984826339
2015-09-16,0.0076865247835184,0.0076865247835184
2015-09-17,0.0041768591095484,0.0041768591095484
2015-09-18,-0.0089175283595866,-0.0089175283595866
2015-09-21,0.00721027081125,0.00721027081125
2015-09-22,-0.0042393559953627,-0.0042393559953627
2015-09-23,-0.0090337969746244,-0.0090337969746244
2015-09-24,-0.0043246496490354,-0.0043246496490354
2015-09-25,-0.0101599624595797,-0.0101599624595797
2015-09-28,-0.0295857407456297,-0.0295857407456297
2015-09-29,-0.0190123429182263,-0.0190123429182263
2015-09-30,0.0031992202599791,0.0031992202599791
2015-10-01,0.0,0.0
2015-10-02,0.0026496679828753,0.0026496679828753
2015-10-05,0.0313157533344469,0.0313157533344469
2015-10-06,-0.0178389585371394,-0.0178389585371394
2015-10-07,0.0220568545430262,0.0220568545430262
2015-10-08,-0.0173584560178359,-0.0173584560178359
2015-10-09,-0.0035824769136638,-0.0035824769136638
2015-10-12,0.0113110182377825,0.0113110182377825
2015-10-13,-0.0157176137275627,-0.0157176137275627
2015-10-14,-0.0062695368710233,-0.0062695368710233
2015-10-15,0.0005243958595629,0.0005243958595629
2015-10-16,-0.0018338930621475,-0.0018338930621475
2015-10-19,0.0144546451534446,0.0144546451534446
2015-10-20,-0.001556052156486,-0.001556052156486
2015-10-21,0.0075364064183273,0.0075364064183273
2015-10-22,-0.0274922853330959,-0.0274922853330959
2015-10-23,0.0146788345005405,0.0146788345005405
2015-10-26,0.0368271033491133,0.0368271033491133
2015-10-27,-0.0141826253869391,-0.0141826253869391
2015-10-28,0.0088361138280222,0.0088361138280222
2015-10-29,-0.0075604645855162,-0.0075604645855162
2015-10-30,-0.0063532403988379,-0.0063532403988379
2015-11-02,0.0307692503317805,0.0307692503317805
2015-11-03,-0.0024963126657561,-0.0024963126657561
2015-11-04,-0.0062593892988472,-0.0062593892988472
2015-11-05,0.0164913629109132,0.0164913629109132
2015-11-06,0.0011867846141211,0.0011867846141211
2015-11-09,-0.0071106718849388,-0.0071106718849388
2015-11-10,0.0150214851870316,0.0150214851870316
2015-11-11,-0.0154205574574081,-0.0154205574574081
2015-11-12,-0.016706461514258,-0.016706461514258
2015-11-13,0.0041232594113521,0.0041232594113521
2015-11-16,0.0135265105785972,0.0135265105785972
2015-11-17,-0.0168126709014653,-0.0168126709014653
2015-11-18,0.0055314942786882,0.0055314942786882
2015-11-19,-0.0105188243400836,-0.0105188243400836
2015-11-20,-0.0122773742173855,-0.0122773742173855
2015-11-23,0.014598596376984,0.014598596376984
2015-11-24,0.011698746198319,0.011698746198319
2015-11-25,0.0067389313871368,0.0067389313871368
2015-11-27,0.0098015737381041,0.0098015737381041
2015-11-30,-0.0199288285214449,-0.0199288285214449
2015-12-01,-0.002647427493896,-0.002647427493896
2015-12-02,-0.0206260250668475,-0.0206260250668475
2015-12-03,-0.0153313292022537,-0.0153313292022537
2015-12-04,0.0205616768521057,0.0205616768521057
2015-12-07,-0.0177471339935697,-0.0177471339935697
2015-12-08,-0.0068285394919564,-0.0068285394919564
2015-12-09,0.0104565125474454,0.0104565125474454
2015-12-10,0.0007573536691395,0.0007573536691395
2015-12-11,-0.0191228958861967,-0.0191228958861967
2015-12-14,-0.0226563206252925,-0.0226563206252925
2015-12-15,-0.0010617760226771,-0.0010617760226771
2015-12-16,-0.0076821434576779,-0.0076821434576779
2015-12-17,0.0021230895888935,0.0021230895888935
2015-12-18,-0.0071503351448096,-0.0071503351448096
2015-12-21,-0.0159830120987073,-0.0159830120987073
2015-12-22,0.0051254013561675,0.0051254013561675
2015-12-23,-0.0010681152126148,-0.0010681152126148
2015-12-24,0.0123027304621995,0.0123027304621995
2015-12-28,-0.0119300304447622,-0.0119300304447622
2015-12-29,0.0066916487129481,0.0066916487129481
2015-12-30,-0.0272000122070311,-0.0272000122070311
2015-12-31,0.0071408492892833,0.0071408492892833
2016-01-04,0.0046974852194969,0.0046974852194969
2016-01-05,-0.0367483229986751,-0.0367483229986751
2016-01-06,-0.0221966125179035,-0.0221966125179035
2016-01-07,-0.0002984573592,-0.0002984573592
2016-01-08,0.0059189333388724,0.0059189333388724
2016-01-11,-0.0252198485084087,-0.0252198485084087
2016-01-12,-0.0122791211412605,-0.0122791211412605
2016-01-13,-0.0222556895779485,-0.0222556895779485
2016-01-14,0.0244274576201693,0.0244274576201693
2016-01-15,0.0155345200453441,0.0155345200453441
2016-01-19,-0.0267777896321047,-0.0267777896321047
2016-01-20,0.0152599767815503,0.0152599767815503
2016-01-21,0.0061576590442796,0.0061576590442796
2016-01-22,0.0021109678874043,0.0021109678874043
2016-01-25,-0.0202112202957075,-0.0202112202957075
2016-01-26,0.0119741907676593,0.0119741907676593
2016-01-27,-0.0106124463001542,-0.0106124463001542
2016-01-28,-0.025159193356345,-0.025159193356345
2016-01-29,0.0132839147162353,0.0132839147162353
2016-02-01,0.0183485767621477,0.0183485767621477
2016-02-02,-0.0322090389199968,-0.0322090389199968
2016-02-03,-0.0215625166893005,-0.0215625166893005
2016-02-04,0.0233599853515625,0.0233599853515625
2016-02-05,-0.0293005769339051,-0.0293005769339051
2016-02-08,-0.0373770291688013,-0.0373770291688013
2016-02-09,-0.0113168698708118,-0.0113168698708118
2016-02-10,-0.0137127054331187,-0.0137127054331187
2016-02-11,-0.0105596352929185,-0.0105596352929185
2016-02-12,0.0021134686361737,0.0021134686361737
2016-02-16,0.0252857471775434,0.0252857471775434
2016-02-17,0.0280158331310103,0.0280158331310103
2016-02-18,-0.0083066558425136,-0.0083066558425136
2016-02-19,0.0094247320072932,0.0094247320072932
2016-02-22,0.026897219497293,0.026897219497293
2016-02-23,-0.0214375287688249,-0.0214375287688249
2016-02-24,-0.0367999877929686,-0.0367999877929686
2016-02-25,0.0451866116370997,0.0451866116370997
2016-02-26,0.0187325105115578,0.0187325105115578
2016-02-29,-0.0223242028303654,-0.0223242028303654
2016-03-01,0.0139405446083246,0.0139405446083246
2016-03-02,0.0258541123174091,0.0258541123174091
2016-03-03,0.0035534181302381,0.0035534181302381
2016-03-04,0.0112127788421059,0.0112127788421059
2016-03-07,0.009700117928191,0.009700117928191
2016-03-08,-0.0195792507230311,-0.0195792507230311
2016-03-09,0.0169340373561542,0.0169340373561542
2016-03-10,-0.0331202629370556,-0.0331202629370556
2016-03-11,0.0189910793815844,0.0189910793815844
2016-03-14,-0.005852998506273,-0.005852998506273
2016-03-15,-0.007147160970219,-0.007147160970219
2016-03-16,0.0174330630711513,0.0174330630711513
2016-03-17,0.0050266701708039,0.0050266701708039
2016-03-18,-0.0266237518808421,-0.0266237518808421
2016-03-21,0.0258646800105732,0.0258646800105732
2016-03-22,0.0032467711594932,0.0032467711594932
